squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
91095,2,1,0,33,22508,1,10,2018,0,0,7840,2329,9294,1,42,9115770.8
69810,37,0,1,67,50185,2,4,2003,0,1,8612,5822,7165,1,50,6986464.3
27533,63,1,0,87,78291,4,2,2009,1,0,6605,9925,202,1,12,2761258.9
75271,69,0,1,74,33145,3,2,2002,0,0,8171,4145,2305,0,8,7537873.2
42010,70,0,1,90,68388,10,3,2017,1,0,1113,3329,8314,0,39,4206362.7
2169,96,0,1,48,9503,7,10,1992,0,1,1685,7574,6933,1,44,221299.2
29004,70,0,1,24,49297,7,9,2002,1,1,942,3434,7147,1,53,2905549.2
32966,11,0,1,44,45631,4,6,2011,1,0,9942,9669,7153,1,0,3303709.1
14859,82,1,1,17,59413,10,6,1992,0,1,636,4915,1896,0,39,1492436.2
33640,9,0,1,18,35374,5,4,1995,0,1,2712,8661,2771,1,72,3367992.5
73808,6,1,1,14,91163,5,8,2002,0,1,513,9712,2366,0,22,7388725.2
30807,99,0,0,54,294,2,8,1998,1,1,6559,8744,8715,0,7,3083235.8
14243,85,0,1,90,39289,9,8,2016,1,1,8832,3919,1747,0,2,1430473.6
82190,65,0,0,81,93480,6,7,2019,1,0,4936,2599,8705,1,30,8221240.9
31968,87,0,1,76,11119,1,1,2015,0,1,9147,8334,9859,1,16,3203508.5
23558,26,1,0,33,49364,3,3,1996,0,0,4650,2775,5997,1,13,2359810.6
81063,98,0,1,60,35456,8,6,2008,1,0,4818,9221,3130,0,63,8113870.8
9542,60,1,1,2,16762,3,8,2018,1,1,1318,6318,9196,0,10,962999.8
39699,74,0,1,89,9591,8,9,2005,1,1,4477,4430,9281,1,24,3977888.5
50788,64,0,1,68,30437,5,1,2018,1,1,2063,9455,6791,0,64,5087258.8
41681,12,1,1,85,68280,1,1,2021,0,0,7883,8257,2242,0,83,4173046.1
3798,53,1,0,39,51619,3,8,2014,1,0,8370,4907,2916,0,87,385544.4
31044,53,0,0,16,5535,1,10,1999,0,1,698,9004,2524,1,56,3106033.9
46291,97,0,1,33,74303,6,6,2018,0,0,5437,9142,1029,0,25,4633898.8
15727,25,1,0,55,17489,1,7,2007,0,1,8350,1546,3569,1,43,1577602.7
67555,40,0,0,79,46536,9,7,2018,1,0,3080,4145,3744,1,8,6758958.8
1903,2,0,0,97,78180,2,2,1997,1,0,5250,3664,4215,1,36,193030.7
67271,60,1,1,79,50779,5,7,2021,1,1,8845,5808,2122,1,0,6737040.1
39217,7,1,1,78,12508,8,9,2007,0,1,9942,9084,4617,0,9,3932893.7
62532,26,1,0,52,35831,3,2,1998,1,0,6319,1358,8759,1,53,6261175.8
36239,59,1,1,78,83657,8,2,2000,1,0,6543,1947,1246,0,90,3634312
11987,48,1,0,53,34594,9,4,2018,1,0,7342,5115,2916,1,13,1203183.8
32862,39,0,1,83,10742,4,3,2013,1,1,4444,4107,8204,1,23,3296039.3
10983,10,0,1,4,49671,4,3,2011,1,1,89,9751,5616,0,15,1100529.1
94294,38,1,1,30,74452,5,9,2004,1,0,8222,3672,3208,1,77,9439785.4
11157,49,0,0,90,5985,7,10,2020,0,0,2513,8890,4886,1,70,1120482
59018,35,1,0,49,34228,10,1,2021,0,1,4947,308,2217,1,41,5907138.1
84807,34,0,0,22,39535,6,2,2008,0,1,4460,9917,4566,0,64,8482192.8
31585,42,1,0,50,85871,4,6,2016,1,0,1709,5474,1454,1,68,3165163.6
44670,41,1,1,3,24224,2,2,1992,1,1,8465,6459,3108,1,97,4470923.2
16951,20,0,0,60,17641,10,10,2001,1,0,6356,3306,8581,1,9,1701160.1
5892,32,1,1,83,91182,7,6,2015,0,0,8233,6127,3826,1,80,601283.5
24971,65,0,0,85,30857,5,7,1994,0,1,306,4881,540,1,42,2501574.4
56217,69,1,0,61,28095,1,9,2011,1,1,9,4116,3711,0,67,5629960.1
6138,92,0,0,38,64051,8,1,2008,0,1,5987,274,7468,1,97,617184.8
37582,17,1,1,27,58259,10,10,2009,1,1,7306,5317,9218,0,15,3769640.9
18848,89,0,0,36,85574,5,8,2013,1,1,7949,6175,256,1,72,1887019.3
12107,15,0,0,9,53025,6,5,2011,0,1,2174,2221,243,1,80,1211581.1
71523,87,0,1,42,92755,8,5,2002,0,0,9048,8389,6099,0,53,7159041.2
88328,91,1,0,63,2451,2,1,1992,0,0,7827,7972,4003,1,10,8840872.2
22304,42,0,1,37,11188,1,2,2000,0,1,9032,9491,1474,0,68,2235124
90523,63,1,1,6,78948,7,6,2011,0,1,5822,5541,8011,0,73,9058136.1
91987,31,1,0,90,74739,10,1,1993,0,1,7546,1466,7341,0,16,9208316.3
57719,86,1,1,60,44354,7,4,2017,0,0,3224,4622,2505,1,51,5779467.7
87073,2,0,1,95,20816,3,9,2015,1,0,9703,3178,5068,0,63,8719452.5
1878,68,0,1,48,24582,7,3,2005,1,0,504,9965,1871,0,97,195927.5
47184,40,1,1,54,10697,5,8,2011,1,0,213,7191,4599,1,99,4724350.1
45511,33,1,0,44,40240,6,4,2013,1,1,3373,694,5606,1,99,4558309.3
98450,23,0,0,33,73903,3,9,1999,1,1,6424,1754,2988,0,8,9848719.9
38551,8,1,1,74,55782,9,1,2002,0,0,7991,2202,4849,0,38,3867229.2
1359,99,0,1,90,32645,6,6,2016,1,0,6201,430,2435,0,80,145834.6
76903,36,0,0,40,30067,1,8,2000,0,1,7764,563,807,1,29,7694030
67496,23,0,0,26,16401,2,2,1999,1,1,5347,9207,6203,1,99,6752379.9
39756,22,0,1,23,35568,8,4,2019,1,0,7195,8567,3910,0,24,3980007.9
25643,6,1,1,34,18418,6,8,2021,0,1,4701,3855,1226,0,70,2571876.1
14043,8,1,0,92,19843,4,9,2004,0,1,2732,9696,7223,1,9,1415900.4
82311,85,0,0,98,52171,8,4,2012,1,1,9962,6386,6007,1,79,8239353.2
9333,96,1,1,9,95132,5,1,2005,1,1,4842,4625,3891,1,45,939398.5
36563,46,0,0,4,69259,5,7,2001,1,0,5100,5645,865,1,77,3657222.1
33427,23,1,1,99,20168,6,3,2020,1,1,3522,7671,9120,0,31,3351101
52552,83,0,1,55,48564,8,7,2006,0,1,113,3276,4368,1,31,5262997.6
1294,31,1,0,83,64467,2,2,2021,1,1,9301,3325,631,0,92,142745.1
19382,95,1,1,30,14352,9,8,2014,1,0,6716,3872,898,0,63,1943992.4
62805,89,0,1,67,53836,3,7,1999,0,1,9898,1555,7825,0,29,6288112.9
76045,48,0,0,4,35808,10,7,2000,0,0,134,5662,5994,0,71,7605336
11660,45,0,1,25,85834,10,4,2019,1,0,4061,5549,5332,1,2,1169525.9
65965,87,1,1,46,52325,9,4,2008,0,1,6767,606,1076,1,92,6607805.8
18243,4,0,0,22,64376,1,7,1995,0,1,9979,5669,8207,0,10,1826399.5
45620,49,1,1,63,81978,7,5,2002,0,1,2875,8627,1339,1,74,4572312.2
95620,43,1,0,6,42227,8,2,2011,1,0,8365,6653,4882,1,57,9564517.1
44159,61,0,0,76,59704,4,9,2020,1,0,5390,6958,5103,1,22,4422962
56819,66,1,0,55,12174,5,10,2017,1,0,2052,7119,7874,1,41,5688459.7
45681,8,1,0,91,31308,1,8,2013,1,1,2800,5238,3089,0,91,4575079.3
45885,30,1,1,78,6898,5,10,2011,1,0,5879,1488,3930,1,13,4598304.1
42781,53,1,0,13,19280,10,4,2005,0,0,9090,669,9575,1,56,4280444.5
48919,26,0,0,48,22072,6,7,2006,1,0,6295,5247,9846,1,90,4896296.6
4846,64,0,0,25,688,2,2,2015,0,0,7001,602,6986,1,15,486151.5
31160,53,1,0,64,984,10,10,1993,0,0,7925,1189,5987,0,12,3125704.3
7033,2,0,1,37,71260,9,10,2001,0,1,5051,6478,8941,1,39,708252.1
72797,79,0,0,80,15203,7,1,2020,1,0,7739,9900,6889,1,59,7286052
59068,56,0,0,43,58418,5,8,1997,1,1,4857,6054,6474,1,42,5910960.7
10737,4,1,1,59,43155,3,1,1996,0,1,5050,6583,9353,1,49,1083375.6
5798,38,0,1,15,80266,8,3,2010,1,1,9805,6107,8296,1,7,586009
63396,36,0,1,95,64240,6,10,2018,0,0,8561,8572,4251,1,71,6347194.8
12196,85,0,1,17,72129,10,2,2007,0,0,3483,5787,875,0,91,1223454.7
45271,4,0,0,61,84187,8,2,2016,1,1,2268,6212,5115,0,20,4533164.6
53885,68,0,0,36,16515,1,9,2013,0,1,8840,8399,7725,1,94,5392191.3
21006,46,0,0,6,35375,6,8,2014,1,0,7626,7889,2297,0,37,2101763.4
99184,35,0,0,21,14204,7,10,2006,0,1,2451,3283,8040,1,69,9920683.6
27569,99,1,1,69,75363,1,8,1999,1,1,3855,6325,3602,0,26,2765641.9
11064,83,0,0,58,10629,4,7,1992,0,0,1680,8637,2912,1,95,1108539.2
60299,99,1,1,30,64649,2,3,2014,1,0,6445,118,359,0,70,6035836.4
43337,14,0,0,98,74760,2,8,1993,0,0,1389,1163,9729,0,33,4334979.3
6738,86,1,0,60,90438,6,5,2013,1,1,5201,565,816,0,0,680185.3
7939,76,1,1,56,67977,1,4,2011,0,1,7730,2237,8550,0,19,806926.1
33316,89,0,1,72,44095,5,4,2000,1,0,6673,9968,3209,1,43,3340809
28193,61,1,0,96,66975,9,5,2011,1,1,7652,3595,4657,0,95,2833176.1
60768,52,0,1,65,32685,3,1,2000,0,0,9454,3766,1470,1,11,6083121
405,38,0,1,91,19931,4,9,2013,0,1,2657,5038,6923,1,9,54382.3
78229,55,1,1,41,43990,4,5,2021,1,0,6218,1061,6381,0,57,7831558.1
38892,78,0,1,50,87567,8,10,1998,1,1,7490,7791,5789,0,53,3898426.8
16834,67,1,0,54,60701,5,8,1999,0,1,4649,6155,3951,1,37,1691557.9
98767,58,1,0,80,4181,5,7,1997,1,0,7301,7232,7660,0,83,9881688.7
19931,71,0,1,58,81797,3,7,2004,1,0,8527,2766,4188,1,2,1998436.4
94165,57,1,1,33,90515,5,3,2013,0,0,2614,6873,7575,1,96,9425553.3
3166,57,0,1,38,78583,3,5,2016,0,0,1038,4145,4093,1,15,322863.6
14307,76,1,0,59,87315,10,5,2009,0,0,5113,9386,9936,0,8,1438756.9
74927,58,0,0,17,65895,1,5,2013,0,1,1056,347,234,0,39,7494035.3
46132,94,1,0,90,78173,2,7,1993,1,1,7242,4824,1877,0,46,4624268.3
93683,61,0,0,4,77856,9,4,2019,1,1,7230,8177,9231,1,43,9369675.9
22136,56,0,0,100,93052,3,4,2012,0,0,6358,7861,5303,1,36,2217451.2
22334,5,0,1,49,96183,7,9,2017,1,1,948,9949,8484,0,45,2239252.7
94723,15,0,1,23,58166,4,2,1996,1,1,9540,5091,9159,1,2,9476464.6
525,39,0,0,62,88189,7,1,1994,1,0,7377,8868,2013,1,96,56225.4
44111,53,1,1,75,76720,8,10,1992,0,1,8588,7962,1551,1,85,4421849.2
50839,28,0,1,60,87383,6,5,2015,0,0,9636,2021,2521,0,68,5088531.5
81019,81,0,1,84,60447,8,10,2001,0,0,9850,4447,1453,1,54,8108376.1
36137,72,0,1,31,67680,8,4,2020,1,1,2452,659,9496,1,47,3619989
56439,84,1,1,29,54971,1,2,2000,1,1,402,7088,8387,1,14,5650606
1937,54,1,0,90,29408,2,5,2009,1,0,5879,9334,7298,1,66,201865.9
93001,36,0,1,82,4114,3,7,2002,0,0,9735,9607,4950,0,2,9310693.2
67233,36,0,0,84,86885,10,5,2018,0,0,8416,4594,4235,0,22,6731477.8
55682,71,0,1,38,715,10,10,2004,0,0,7381,5246,2483,1,82,5575110.4
97897,63,1,1,91,62818,4,9,1990,0,1,2736,1335,1535,0,5,9799105
66836,68,1,0,63,33390,5,1,2017,1,0,9048,2932,2058,1,47,6692953.7
78235,8,1,1,31,11231,8,2,2019,0,0,7253,259,8774,0,14,7835672.9
32419,36,1,1,68,268,9,5,2021,0,1,2857,3533,8149,0,78,3253478.1
54995,7,1,1,72,21630,8,8,2010,0,1,3447,5028,7028,0,51,5507408
7133,86,1,1,53,19117,8,2,1999,1,0,6795,2063,9690,0,78,723366.9
48223,48,1,0,30,28039,7,10,1996,1,1,8779,6695,5645,1,21,4826979.6
28354,54,0,1,15,18111,3,5,2000,0,1,2945,6960,9016,0,74,2842100
63613,83,0,1,76,53257,1,3,2007,1,1,8277,7626,4518,0,36,6370994.7
40812,52,1,0,59,80013,6,3,2018,1,1,3176,9172,5691,0,86,4088680.8
40736,55,1,1,46,20797,7,5,1994,1,1,4246,6743,9765,1,92,4087187.4
93690,94,1,0,31,74695,5,2,1995,0,0,1801,3488,4603,0,16,9372359.5
50276,26,0,0,45,89868,3,1,2008,1,0,7875,7480,6063,1,19,5030850.8
21294,65,0,1,3,75462,4,3,2011,1,0,7367,1596,1402,1,70,2133300.1
99074,67,1,0,100,70776,10,7,2001,0,1,4194,9503,6259,0,7,9914551.1
24979,45,1,1,62,28179,9,5,2011,1,0,5980,7316,8207,1,55,2508814.1
41441,21,1,0,88,92629,4,9,1990,0,1,2349,9601,4453,1,88,4156420
97857,20,0,1,61,85973,10,8,2007,1,1,4407,2771,4032,1,42,9790445.7
65931,71,0,0,84,85353,4,7,2017,1,0,4220,8544,6893,1,88,6595633.7
39077,15,0,0,33,50692,10,8,1995,1,0,9471,1375,5576,1,31,3908929.5
95690,10,0,1,65,3769,9,5,2021,0,1,4741,1680,1109,0,57,9573812.1
82236,49,1,1,81,28908,4,8,2018,1,0,3778,925,1640,0,58,8231424.8
36539,68,1,1,49,28123,1,2,1994,0,1,2863,3085,9253,1,23,3664156.4
99491,47,1,0,51,86141,9,1,2000,0,1,4292,9878,8358,0,72,9957075
32185,27,1,0,12,26136,10,7,2008,0,1,1976,3491,6489,1,100,3221329.8
59183,22,0,0,54,54858,3,2,1994,1,1,1612,1694,5733,1,33,5924125.4
11006,48,1,1,87,26688,1,2,2015,1,1,8194,4306,8520,0,80,1107901.5
24025,18,1,1,97,92667,10,4,1999,1,1,3028,8500,8073,0,81,2415923.9
92120,25,0,1,67,72326,1,4,2001,0,1,7137,601,7061,0,14,9219455.1
63342,21,1,1,86,91993,4,2,1997,1,0,2111,3502,8034,1,4,6349697.7
91418,76,1,0,98,3281,7,8,1992,0,0,407,9752,9338,0,44,9152058.2
99151,76,1,0,17,86946,6,10,2020,0,0,7237,7600,7477,1,15,9918352
31429,17,1,1,78,8651,4,5,2021,0,1,5090,342,5812,0,28,3151080.1
92781,74,0,1,66,51710,7,7,2006,0,0,3302,8003,1192,0,39,9284649.6
7719,5,0,1,3,47283,10,6,1993,0,1,1057,7669,8367,1,89,777314.3
46313,91,0,1,42,14423,10,3,1998,1,1,7861,5872,4252,0,31,4638363.8
53973,69,1,0,82,3337,9,3,2003,0,0,7112,3234,7902,0,18,5404423.3
95748,28,0,0,75,6968,2,2,2001,1,1,3446,9626,5628,0,58,9577750.1
64615,38,1,0,45,8777,8,10,2019,1,1,7118,9570,407,1,55,6469341.9
10876,64,0,0,44,71768,4,8,1990,0,1,7227,4495,5378,0,48,1089783
38315,97,0,1,58,99664,2,3,2000,0,0,3440,1545,9899,0,4,3839110
16733,20,0,0,4,79027,5,10,2019,0,1,9584,8914,4688,1,56,1674111.9
17417,53,0,0,47,24075,3,5,2000,0,1,1800,958,4612,1,22,1743942
45946,24,0,0,64,16419,7,2,2001,1,1,11,3607,5629,1,79,4601566.1
32143,91,1,0,33,43345,7,4,2007,0,0,3743,4601,4933,0,10,3219151.7
23409,45,1,0,55,92659,6,2,2002,1,0,151,6900,5729,0,4,2345459.2
58559,16,0,0,2,72345,7,8,2016,0,0,8360,4041,5351,0,24,5856579.6
88182,3,1,1,82,35450,8,9,2014,1,1,1245,604,3284,1,59,8830006.4
12315,67,1,0,58,84746,7,10,1997,0,0,4618,5661,3474,1,0,1240599.7
19520,40,0,1,64,39739,9,7,2018,1,0,7335,329,2279,0,56,1960957.8
79262,55,0,0,10,46299,8,7,2009,1,0,6144,2810,915,1,72,7927560.9
33550,8,0,1,76,72430,5,10,1999,0,0,6166,6962,755,0,25,3366345.9
45179,14,0,0,10,58110,8,8,2015,0,0,6509,4737,7179,1,77,4519301.5
8677,7,0,1,91,52191,9,10,1994,0,0,342,8678,4036,1,26,877121.4
52517,75,0,1,85,85664,10,6,2017,1,1,6381,9411,5494,0,74,5254743.7
53762,24,1,1,27,55313,7,6,1991,0,1,9075,7349,9364,1,98,5387288.1
79553,7,1,0,61,35059,8,2,1996,1,1,3372,7603,9943,1,3,7964369.6
9367,99,1,1,73,1080,4,9,2006,0,0,4137,7384,987,1,94,944409.6
20349,35,0,1,52,75883,8,3,2016,1,0,5795,2346,3955,1,71,2039634.6
34433,45,1,1,34,63456,5,1,2009,1,0,2283,3875,4427,0,20,3453087.9
1451,33,0,1,82,48492,7,4,2016,0,0,1682,3528,9122,0,17,148347.6
21527,82,1,0,76,68419,6,6,2012,1,0,2781,6235,747,0,13,2157776.2
45209,50,0,1,8,16056,8,4,2008,1,1,9292,6554,9481,0,2,4526043.8
93318,20,1,1,34,96463,1,2,2008,1,1,9193,6372,4401,1,92,9340167.8
31437,10,1,0,52,1123,10,8,2013,0,1,1424,2431,9228,1,83,3148110.3
4742,71,1,1,73,73433,3,7,1990,1,0,4268,3861,9086,0,56,485143
48648,80,0,0,99,57450,8,8,2021,1,0,9147,3794,7779,1,68,4875007.1
89003,41,1,0,86,7961,2,7,1992,1,0,8897,9285,8819,0,33,8911885.2
25182,73,1,1,90,15511,4,3,1993,1,0,5591,6524,857,0,12,2526249.3
38890,19,1,1,52,56283,2,9,2001,0,0,8583,5325,1653,0,65,3898194.1
8682,26,1,0,55,83971,4,8,1991,0,1,3549,4686,5515,0,15,876659.1
17332,28,1,0,77,14619,9,10,2009,0,1,2473,625,15,1,24,1742502.9
75671,63,1,1,65,8142,7,2,2003,1,0,44,4840,6616,1,28,7574463.3
5991,1,0,0,77,18757,6,8,2021,0,0,293,9351,7063,0,70,602374.1
46463,56,1,0,79,36162,5,6,2009,1,1,3911,7132,6752,1,38,4653602.9
99774,44,0,1,80,8823,4,1,2011,1,0,6072,8651,2541,1,6,9983069.1
60244,31,0,1,46,8072,5,5,1993,0,0,6251,3604,6021,0,4,6031860.3
78747,37,1,1,96,78552,9,10,1992,0,0,3456,8386,144,0,38,7887317.2
47635,18,1,0,83,44919,4,8,2011,0,1,3885,4675,1342,0,90,4774793.1
6591,16,0,1,51,36504,10,1,1994,1,1,189,2178,1148,0,54,663660.4
12997,79,0,1,99,26726,4,4,2017,1,1,4616,2765,1920,0,5,1312665.7
16146,69,0,1,9,29889,4,8,2016,0,1,7438,9356,2232,0,77,1619608.6
94792,77,0,0,89,63448,1,3,2010,1,1,4621,14,6615,0,82,9484212
2382,68,0,1,38,9577,9,1,1997,1,0,1806,5221,4477,0,66,244305.7
71528,32,1,0,59,14402,4,10,2000,1,0,8815,1960,4731,1,63,7159665
16249,71,0,0,77,86994,4,3,2009,0,1,4661,4916,130,1,44,1627810.9
34910,64,1,1,4,69586,4,7,2020,1,0,8602,2118,8368,1,1,3499187
32396,11,1,1,8,75606,3,10,2017,1,1,4276,5610,5481,1,41,3247610.7
50205,56,0,1,9,96108,4,3,1996,1,1,5072,906,443,0,48,5023160.6
10697,20,1,1,19,88129,9,7,2020,1,0,2175,7806,6126,1,9,1075136
50436,3,1,1,31,30636,6,6,1993,0,0,3666,1288,5213,1,76,5051967.3
89215,84,0,1,48,6565,1,3,2016,0,0,2596,6172,5313,1,85,8927554.6
88746,45,1,0,43,59032,1,2,2017,1,0,8703,8075,3043,0,13,8880447.7
81582,63,1,0,58,4463,7,2,2009,0,1,7337,9237,6281,1,61,8166678.9
17241,98,1,1,7,58838,9,2,2001,0,1,8505,819,40,0,88,1730302.1
81401,67,1,1,88,74462,10,4,2021,1,0,626,6681,9207,0,27,8149175.1
41659,3,0,0,73,6480,2,9,1998,1,0,826,8916,1236,0,56,4171071.8
62268,54,1,0,23,82844,7,10,2019,1,0,1370,723,493,0,25,6230294.9
91618,50,1,0,28,70160,5,5,2003,0,1,369,7682,714,1,61,9166381.3
37151,30,0,1,72,61643,7,1,1992,1,0,6711,4390,6305,1,51,3718557.2
17705,66,1,0,94,14128,4,6,2003,0,0,8332,1289,2092,0,81,1780034.3
93558,78,1,0,73,61781,5,5,2004,1,0,2215,4690,7195,0,95,9366616.4
3086,56,1,1,87,62868,4,6,2016,0,1,4313,5053,3611,1,10,323109.6
30247,9,1,1,70,66810,5,7,2005,1,1,3888,8831,3250,0,11,3034212.5
26580,48,1,0,53,8099,6,7,1997,1,0,7512,3276,9222,1,42,2666936.7
21316,9,1,1,27,81882,9,8,1999,0,0,8423,3145,3277,1,98,2138919.9
77646,36,0,1,49,52556,4,1,1998,1,1,4539,1362,668,0,23,7770618.8
39806,32,1,1,66,39652,6,10,2014,0,0,2890,3285,4597,1,20,3990034.4
91624,29,0,1,20,57853,1,6,2013,0,1,877,3446,2541,1,93,9168443.3
96329,51,0,1,80,87241,4,2,2021,0,0,1353,3411,576,1,6,9643766.1
36580,72,1,0,53,22484,2,6,1998,0,1,5577,4051,1067,0,31,3664202.8
50013,60,1,1,82,36376,5,3,2010,1,1,9040,9940,7336,0,78,5014166
3763,30,0,1,20,31506,5,4,2003,0,0,4511,5874,6911,0,58,381105.3
93256,79,1,0,62,57645,6,5,2021,0,1,4082,1202,4854,1,51,9333157.1
85705,30,1,0,24,21317,1,10,2006,0,0,984,743,9198,0,22,8575077.6
10714,79,0,1,53,85646,10,7,2000,0,0,3618,6582,2567,1,96,1076250
10540,64,1,1,2,50820,5,1,1998,0,0,2045,7509,9569,0,37,1059468.8
70126,97,0,1,42,26733,6,1,1991,0,1,8899,2020,4182,0,88,7018315.1
87915,21,1,1,100,47935,8,1,2003,1,0,9853,9757,7326,1,34,8800446.3
44244,81,1,1,29,38363,3,3,1994,0,0,6431,242,2305,0,24,4434431.4
65101,3,0,0,60,26676,8,9,2019,1,0,2696,6302,7090,1,100,6515401.9
93278,87,1,1,47,86035,7,9,2015,1,1,3487,4852,9137,0,29,9339538.5
38372,21,0,0,77,88138,7,9,2008,0,1,7937,636,1618,0,80,3842724.8
97165,58,0,1,39,86193,9,2,2005,1,1,2637,1790,1862,0,44,9720521.5
42113,92,1,0,37,88214,10,9,2018,1,1,7965,3253,5959,0,23,4217469.8
7288,21,0,1,44,88937,4,5,2015,1,0,2988,7824,2858,1,8,734763.5
62690,100,1,1,62,72906,6,10,1995,0,1,8061,6708,5123,1,43,6277655.5
32689,28,1,1,46,92851,1,10,2001,0,1,8889,7527,6390,1,79,3273464.1
21106,68,0,0,33,38256,9,5,2005,0,0,9968,4349,4495,0,10,2114088.5
4921,12,0,1,6,11203,2,1,2008,0,0,8781,1584,5761,1,58,493917.8
96988,90,0,1,56,42044,5,2,1998,1,1,3186,8199,7679,0,13,9704380.8
28363,59,1,1,77,65674,8,8,2011,0,0,4253,5143,4389,1,52,2845490.1
13374,74,1,0,34,49372,6,9,2005,1,1,5906,9308,5376,1,13,1342193.5
16932,34,1,0,77,90014,4,10,1997,0,1,1623,969,7783,0,5,1700179.7
66258,9,1,1,84,52280,9,10,2015,1,0,376,1581,1282,0,96,6637330.5
63975,54,0,0,90,58329,3,7,1998,1,1,4922,2500,6677,1,67,6401849.8
11028,69,0,1,46,5188,2,5,2013,0,1,7812,382,182,0,15,1108926.3
7316,76,1,1,79,22058,10,6,1999,0,0,4919,3389,1208,0,24,745551.9
27924,58,1,0,33,28349,7,3,1993,0,1,7414,6561,9190,1,99,2799025.3
65349,77,1,0,70,10582,1,9,1990,1,1,3458,147,3390,0,44,6544694
10370,59,1,1,2,19103,1,4,2005,1,1,3456,2977,8303,0,33,1045712.5
72581,60,0,0,11,79804,3,8,2004,0,0,3188,2112,9374,1,81,7258967.4
42957,43,0,1,55,90521,8,9,2002,1,1,3808,6230,5746,0,62,4303225.2
26308,85,0,0,16,11385,10,10,2017,0,0,1819,1079,7505,0,71,2631805.7
2168,37,1,0,72,11939,4,4,2003,0,0,2069,3203,699,1,95,223041.3
55289,60,0,0,40,8389,10,8,2019,0,1,9836,3862,1029,1,21,5531801.9
42870,46,1,1,49,70226,7,1,2002,0,1,6199,6950,6441,0,89,4299631.2
40953,14,0,1,50,25783,6,9,1997,1,0,9711,4044,8142,0,29,4102635.7
37955,75,0,0,42,83574,4,1,1998,0,0,4425,6328,9783,0,64,3796781.8
1663,46,0,0,99,99004,2,2,1992,0,1,9289,5919,362,0,65,174521.2
75755,83,1,1,41,60431,10,9,2010,1,0,4163,4456,5805,1,24,7581701
51290,95,0,1,77,6166,1,6,2003,1,0,8273,373,2547,1,15,5136728.3
78122,55,1,1,29,48797,3,9,1996,0,0,1649,4518,7622,0,56,7822983.6
49757,66,1,1,43,93653,9,8,2000,1,1,5681,4909,6494,1,93,4982131
75669,31,1,1,64,58394,5,6,1993,1,1,3501,446,5063,1,93,7578283.3
3239,45,0,0,28,68880,7,10,1997,1,1,5321,8564,4634,1,91,327481.7
97887,4,1,0,90,47626,7,5,2008,0,1,7599,4001,4126,0,83,9799403.8
75972,70,0,1,3,46878,10,5,2006,1,1,1197,2505,8668,0,25,7601494.6
15426,19,1,1,41,24764,9,4,2021,0,0,5421,2063,6883,1,49,1549952.1
51566,33,1,0,94,72901,8,7,1998,0,1,8584,5325,9585,0,39,5170194.8
95395,4,1,0,18,68865,1,4,2004,1,1,9564,2100,6499,1,54,9543121.4
41926,87,0,1,87,97060,7,2,2019,0,0,2939,296,8901,0,26,4197897.9
25150,37,1,1,70,24132,8,7,2011,1,1,336,3072,7057,1,3,2520440.1
75727,78,1,1,44,10993,1,10,2012,1,1,8247,5240,5447,0,35,7583793.2
85663,32,1,1,21,49709,9,3,2005,1,0,8408,8807,5515,1,48,8575283.5
73488,84,1,1,84,22459,9,2,2006,1,0,1524,2013,6750,0,78,7356188.6
25059,55,0,0,95,75737,9,7,2015,0,1,8645,6912,3990,1,50,2513876.5
61878,21,0,0,71,10832,8,6,2005,1,0,8822,1838,4433,0,70,6192576.5
83920,2,0,0,17,89999,10,7,2005,0,0,1432,6079,8676,1,38,8393890.5
54086,33,1,1,32,64018,3,4,2017,0,0,1437,271,25,1,56,5416631.7
36608,49,0,1,87,88036,5,9,1994,1,1,9477,1681,8999,1,86,3667019.4
8369,69,0,1,67,21714,10,1,2012,0,1,6047,8033,8884,1,1,846945.2
84048,57,0,1,5,78424,8,2,2015,0,1,436,3032,7380,1,94,8408266.5
48926,17,0,1,52,25232,4,4,2010,0,0,8767,4956,4602,0,20,4897709
94188,43,0,1,43,15593,3,7,2010,0,1,1769,1685,4797,0,80,9422005
33052,26,1,1,39,97335,1,5,1992,0,1,1891,7697,4370,1,73,3312643.2
4372,39,1,0,5,54930,3,9,2012,0,0,1424,8627,460,1,45,441738.2
51744,59,0,1,7,260,8,5,2006,1,1,680,7528,8834,0,73,5179860.6
13117,70,0,1,84,20122,3,6,1992,0,1,9117,5959,3001,0,22,1320033.2
59776,37,1,0,45,80960,5,7,2019,0,0,2406,8490,2054,1,43,5985363.9
85707,92,1,0,30,7476,5,8,1993,0,0,1828,1568,7899,0,48,8578494.3
2248,84,0,0,77,39443,8,6,1990,0,0,8498,6782,849,1,41,229172
81668,40,1,1,28,10622,3,2,2019,1,0,4806,8474,426,0,31,8175885.9
79760,69,1,1,37,91743,8,7,1992,1,1,3372,6010,705,0,22,7986501.2
93833,4,1,1,30,8424,4,10,2003,1,1,5655,1684,5836,0,87,9390420.3
58543,15,0,1,57,56756,3,9,1999,0,1,4671,5717,5262,1,48,5858487.9
66283,39,0,1,95,81648,3,2,2008,0,1,9947,5544,2451,0,19,6640110.8
87603,70,1,1,62,93659,9,8,2020,0,0,9232,6968,6821,0,51,8768975
